node_u,node_v,label,common_neighbors,jaccard,adamic_adar,degree_u,degree_v,preferential_attachment,h_index_sum,h_index_diff,citations_sum,citations_diff,area_jaccard
59944389400,59944389600,1,21,0.5121951219512195,5.578185661856623,38,24,912,20,14,896,822,0.1875
59944389600,6504123736,1,23,0.23469387755102042,6.217474067084159,24,97,2328,37,31,4541,4467,0.07317073170731707
59944389600,6506214929,1,21,0.5675675675675675,5.5695147475477835,24,34,816,12,6,220,146,0.2
14060455600,15754481800,1,12,0.061224489795918366,3.557307330388851,147,61,8967,79,37,11029,8137,0.3978494623655914
14060455600,15836326300,1,7,0.035897435897435895,1.6321613779249535,147,55,8085,78,38,11643,7523,0.19540229885057472
14060455600,16039416600,1,10,0.04672897196261682,2.6446215617356237,147,77,11319,87,29,12427,6739,0.47674418604651164
14060455600,16318838800,1,5,0.028409090909090908,1.7064141730197746,147,34,4998,75,41,10303,8863,0.35365853658536583
14060455600,21734175700,1,2,0.013513513513513514,0.4773094599593624,147,3,441,69,47,9806,9360,0.1527777777777778
14060455600,23072832700,1,8,0.0365296803652968,2.2508341767197195,147,80,11760,144,28,41392,22226,0.46153846153846156
14060455600,23134993400,1,2,0.011235955056179775,0.9536860140185991,147,33,4851,82,34,11297,7869,0.5263157894736842
14060455600,24174852000,1,8,0.046511627906976744,2.6236641321799112,147,33,4851,89,27,12783,6383,0.4342105263157895
14060455600,35081168700,1,6,0.03896103896103896,1.8129847133933366,147,13,1911,66,50,9793,9373,0.1267605633802817
14060455600,35319586400,1,21,0.12209302325581395,5.753870896686671,147,46,6762,79,37,10827,8339,0.5060240963855421
14060455600,35334974300,1,8,0.044444444444444446,2.3089768812800746,147,41,6027,105,11,14663,4503,0.3815789473684211
14060455600,36081078700,1,5,0.03289473684210526,1.3762056711515818,147,10,1470,69,47,9844,9322,0.23376623376623376
14060455600,36844104900,1,17,0.1069182389937107,4.737449943694357,147,29,4263,82,34,11103,8063,0.38271604938271603
14060455600,36991101500,1,17,0.096045197740113,4.476349490013096,147,47,6909,86,30,12913,6253,0.3424657534246575
14060455600,54413111200,1,20,0.10989010989010989,5.473392099006433,147,55,8085,87,29,11455,7711,0.425
14060455600,55241360300,1,10,0.06493506493506493,2.9716897092437637,147,17,2499,64,52,9970,9196,0.13513513513513514
14060455600,55252005600,1,12,0.07692307692307693,3.6200941556278026,147,21,3087,76,40,10592,8574,0.37037037037037035
14060455600,55253529800,1,14,0.07650273224043716,3.9695494648321725,147,50,7350,90,26,12496,6670,0.38666666666666666
14060455600,55257149800,1,11,0.07236842105263158,3.3654038841958025,147,16,2352,76,40,10573,8593,0.25675675675675674
14060455600,55334528900,1,2,0.012658227848101266,0.5004500660259315,147,13,1911,87,29,12184,6982,0.42857142857142855
14060455600,55347531400,1,11,0.06875,2.935337001949999,147,24,3528,72,44,10211,8955,0.2597402597402597
14060455600,55355036100,1,7,0.0472972972972973,2.1584628905379204,147,8,1176,68,48,10485,8681,0.11428571428571428
14060455600,55358855100,1,1,0.006493506493506494,0.22755980665670933,147,8,1176,65,51,9779,9387,0.11428571428571428
14060455600,55535491100,1,10,0.049019607843137254,3.004197177572408,147,67,9849,72,44,10190,8976,0.23376623376623376
14060455600,55549145500,1,6,0.040268456375838924,1.6122997164195645,147,8,1176,68,48,10305,8861,0.2535211267605634
14060455600,55617337800,1,9,0.06,2.6204351870025233,147,12,1764,68,48,10106,9060,0.3333333333333333
14060455600,55665456000,1,20,0.09259259259259259,5.763576897405904,147,89,13083,79,37,11249,7917,0.4
14060455600,55829472500,1,4,0.026490066225165563,1.1766134673536088,147,8,1176,66,50,9912,9254,0.1111111111111111
14060455600,55842599300,1,23,0.12777777777777777,6.223530638819039,147,56,8232,103,13,14909,4257,0.42045454545454547
14060455600,55868704200,1,7,0.041666666666666664,1.983318838975837,147,28,4116,71,45,10079,9087,0.3561643835616438
14060455600,55988762100,1,12,0.0759493670886076,3.5431819075849558,147,23,3381,68,48,9868,9298,0.3
14060455600,56074017300,1,40,0.26666666666666666,12.286548431302386,147,43,6321,68,48,10293,8873,0.4027777777777778
14060455600,56418579500,1,9,0.056962025316455694,2.3603769763733005,147,20,2940,71,45,10293,8873,0.23376623376623376
14060455600,56454907300,1,14,0.05737704918032787,4.2715251803299905,147,111,16317,67,49,9859,9307,0.15294117647058825
14060455600,56524948400,1,8,0.05405405405405406,2.6267193102784883,147,9,1323,69,47,10296,8870,0.2112676056338028
14060455600,56539286900,1,5,0.031446540880503145,1.9414472179999773,147,17,2499,69,47,9993,9173,0.19718309859154928
14060455600,56732974800,1,13,0.08227848101265822,3.8364253998716653,147,24,3528,65,51,9755,9411,0.14084507042253522
14060455600,56992310200,1,4,0.026845637583892617,1.022034697350675,147,6,882,63,53,9675,9491,0.24285714285714285
14060455600,57091437800,1,3,0.02,0.8536986784644157,147,6,882,68,48,10017,9149,0.21794871794871795
14060455600,57188563654,1,5,0.033783783783783786,1.4223915513267862,147,6,882,62,54,9737,9429,0.15492957746478872
14060455600,57189266703,1,8,0.05405405405405406,2.9809171097963993,147,9,1323,65,51,10267,8899,0.14285714285714285
14060455600,57190797190,1,28,0.18181818181818182,8.66826276631392,147,35,5145,71,45,10052,9114,0.2625
14060455600,57191898518,1,8,0.050955414012738856,2.134051253130135,147,18,2646,71,45,10937,8229,0.19230769230769232
14060455600,57192073087,1,18,0.07258064516129033,4.6101103589107115,147,119,17493,132,16,28035,8869,0.4787234042553192
14060455600,57192203666,1,7,0.0472972972972973,2.0261359993897132,147,8,1176,61,55,9664,9502,0.09722222222222222
14060455600,57193566572,1,30,0.20270270270270271,9.293135663390672,147,31,4557,71,45,10295,8871,0.34285714285714286
14060455600,57194507415,1,11,0.0728476821192053,3.098542375883527,147,15,2205,63,53,9704,9462,0.2535211267605634
14060455600,57194720075,1,4,0.02666666666666667,0.9974921624743952,147,7,1029,66,50,10163,9003,0.19444444444444445
14060455600,57195760307,1,14,0.08187134502923976,3.4870357930420117,147,38,5586,76,40,10569,8597,0.34177215189873417
14060455600,57196049025,1,9,0.058823529411764705,2.740169772452049,147,15,2205,70,46,10139,9027,0.21333333333333335
14060455600,57201196015,1,3,0.020134228187919462,0.8948531985237205,147,5,735,63,53,9734,9432,0.1
14060455600,57203816121,1,11,0.07432432432432433,3.1742914655056427,147,12,1764,62,54,9953,9213,0.08571428571428572
14060455600,57204040996,1,12,0.07792207792207792,3.342205231894122,147,19,2793,62,54,9733,9433,0.11428571428571428
14060455600,57204542974,1,23,0.12921348314606743,6.752809284519165,147,54,7938,96,20,14079,5087,0.34146341463414637
14060455600,57208425908,1,2,0.013513513513513514,0.7974768344210841,147,3,441,60,56,9632,9534,0.04285714285714286
14060455600,57211494679,1,16,0.09248554913294797,4.112633992619495,147,42,6174,69,47,9985,9181,0.32432432432432434
14060455600,57211786756,1,6,0.04054054054054054,1.667412347371544,147,7,1029,61,55,9626,9540,0.1388888888888889
14060455600,57212369504,1,14,0.09333333333333334,4.458127958198376,147,17,2499,65,51,9788,9378,0.2054794520547945
14060455600,57215383762,1,12,0.08108108108108109,3.42385440988649,147,13,1911,64,52,9675,9491,0.09859154929577464
14060455600,57215509002,1,7,0.0472972972972973,1.8003094706448306,147,8,1176,65,51,9688,9478,0.2191780821917808
14060455600,57215962202,1,1,0.006666666666666667,0.28599966750267436,147,4,588,60,56,9638,9528,0.014285714285714285
14060455600,57218376468,1,24,0.15894039735099338,7.979431679318113,147,28,4116,71,45,10072,9094,0.2571428571428571
14060455600,57218761267,1,9,0.057692307692307696,2.3105046454190243,147,18,2646,63,53,9729,9437,0.09859154929577464
14060455600,57219249545,1,11,0.0728476821192053,2.799347318958873,147,15,2205,64,52,9795,9371,0.1891891891891892
14060455600,57219955546,1,10,0.05952380952380952,2.6886166317917475,147,31,4557,76,40,11077,8089,0.2839506172839506
14060455600,57222043955,1,8,0.053691275167785234,2.3416850841550403,147,10,1470,59,57,9609,9557,0.04285714285714286
14060455600,57223929188,1,3,0.019867549668874173,1.3721105974214112,147,7,1029,64,52,9678,9488,0.2191780821917808
14060455600,57224181770,1,24,0.1610738255033557,7.685942609971225,147,26,3822,68,48,9953,9213,0.32857142857142857
14060455600,57278847300,1,5,0.031055900621118012,1.3892957561718982,147,19,2793,63,53,9672,9494,0.21428571428571427
14060455600,57328904500,1,1,0.006756756756756757,0.4170323914242463,147,2,294,60,56,9614,9552,0.07142857142857142
14060455600,57329860400,1,13,0.08783783783783784,3.9933880867219607,147,14,2058,61,55,9628,9538,0.11267605633802817
14060455600,57614238500,1,3,0.02,0.7207697266168739,147,6,882,66,50,9773,9393,0.2112676056338028
14060455600,58313855200,1,5,0.033783783783783786,1.9494839701141742,147,6,882,61,55,9666,9500,0.05714285714285714
14060455600,59026125200,1,9,0.060810810810810814,2.744782856753644,147,10,1470,60,56,9601,9565,0.11428571428571428
14060455600,6506305946,1,9,0.04864864864864865,2.732011609977799,147,47,6909,89,27,13622,5544,0.4842105263157895
14060455600,6506485066,1,9,0.055900621118012424,2.337551912776417,147,23,3381,76,40,10439,8727,0.16666666666666666
14060455600,6506649400,1,23,0.10043668122270742,6.65447035048533,147,105,15435,87,29,13625,5541,0.41935483870967744
14060455600,6506670264,1,22,0.10679611650485436,6.23392107285257,147,81,11907,84,32,11915,7251,0.3875
14060455600,6601978164,1,21,0.10144927536231885,5.7975356193677365,147,81,11907,105,11,18493,673,0.46808510638297873
14060455600,6603156028,1,22,0.10328638497652583,6.267514322628541,147,88,12936,120,4,22810,3644,0.4666666666666667
14060455600,6603160075,1,15,0.09316770186335403,4.484898163536922,147,29,4263,88,28,12555,6611,0.4268292682926829
14060455600,6603388713,1,12,0.0718562874251497,3.9103379144721497,147,32,4704,82,34,11157,8009,0.34615384615384615
14060455600,6603955506,1,7,0.04046242774566474,1.9974207999735758,147,33,4851,89,27,12254,6912,0.35365853658536583
14060455600,6701691981,1,5,0.03164556962025317,1.452850125258684,147,16,2352,117,1,19087,79,0.4625
14060455600,7004062139,1,18,0.10465116279069768,5.352314641975577,147,43,6321,90,26,12973,6193,0.4536082474226804
14060455600,7004724933,1,12,0.05240174672489083,3.7401898953634207,147,94,13818,105,11,16744,2422,0.4444444444444444
14060455600,7004751343,1,19,0.09644670050761421,4.791361277971445,147,69,10143,127,11,25531,6365,0.4563106796116505
14060455600,7004835587,1,31,0.07110091743119266,9.122002777744852,147,320,47040,131,15,30864,11698,0.42857142857142855
14060455600,7004905361,1,4,0.02247191011235955,1.3751837492591328,147,35,5145,99,17,14348,4818,0.4
14060455600,7006412165,1,9,0.05113636363636364,2.728631794972508,147,38,5586,76,40,10631,8535,0.25
14060455600,7102374850,1,2,0.013513513513513514,0.6695536350341211,147,3,441,72,44,10458,8708,0.26666666666666666
14060455600,7102743604,1,19,0.10674157303370786,5.9925310849235585,147,50,7350,90,26,13214,5952,0.40476190476190477
14060455600,7102879500,1,22,0.09691629955947137,6.024302186377436,147,102,14994,124,8,22005,2839,0.4444444444444444
14060455600,7801650202,1,12,0.06315789473684211,3.2125157126308506,147,55,8085,100,16,15549,3617,0.34375
36104074200,57215138205,1,6,0.24,2.3577760250174733,22,9,198,25,19,1340,1304,0.28205128205128205
54583433300,57215138205,1,8,0.17391304347826086,3.2524486379800317,45,9,405,20,14,895,859,0.36666666666666664
57198890094,57215138205,1,8,0.47058823529411764,3.154472188771654,16,9,144,11,5,161,125,0.3125
57198892017,57215138205,1,7,0.3684210526315789,2.8386743719804612,17,9,153,9,3,141,105,0.14285714285714285
57211336525,57215138205,1,8,0.5714285714285714,3.125274703742615,13,9,117,16,10,539,503,0.4230769230769231
25621414000,56471915200,1,4,0.13793103448275862,1.0256910816502909,24,9,216,24,12,1018,782,0.225
55228787000,56471915200,1,4,0.10526315789473684,1.0543493945917413,33,9,297,25,13,1331,1095,0.16666666666666666
55404271700,56471915200,1,4,0.05263157894736842,1.4685224732580555,71,9,639,27,15,1621,1385,0.125
56471915200,56584408200,1,5,0.10204081632653061,1.4236280073417462,9,45,405,29,17,2068,1832,0.19148936170212766
56471915200,6601969069,1,4,0.06779661016949153,1.0896586636554189,9,54,486,44,32,4749,4513,0.08602150537634409
56471915200,6602101968,1,8,0.09523809523809523,2.590858331684569,9,83,747,45,33,6094,5858,0.14634146341463414
55665656200,8547936900,1,7,0.09210526315789473,3.5708632387953703,74,9,666,33,11,1660,1062,0.20833333333333334
56656184700,8547936900,1,4,0.4,1.7896913884101355,5,9,45,14,8,353,245,0.25
57899998700,8547936900,1,4,0.3076923076923077,1.9301279760067596,8,9,72,13,9,314,284,0.2857142857142857
7103156949,8547936900,1,4,0.25,1.6626011248630297,11,9,99,23,1,737,139,0.1111111111111111
55654537000,7402170845,1,2,0.09523809523809523,1.013230239864666,3,20,60,144,126,70110,69706,0.17391304347826086
26635523700,37118336200,1,10,0.5,2.762392795241714,19,11,209,32,10,2142,800,0.3225806451612903
27967551900,37118336200,1,10,0.062111801242236024,2.9049784805622774,160,11,1760,43,21,4584,3242,0.23529411764705882
37110131400,37118336200,1,10,0.5263157894736842,2.7560398108756283,18,11,198,28,6,1765,423,0.5625
37118336200,55323998800,1,10,0.23809523809523808,2.8327335590724316,11,41,451,25,3,1132,210,0.36363636363636365
37118336200,56986760700,1,10,0.24390243902439024,2.830931036455005,11,40,440,42,20,3599,2257,0.5238095238095238
37118336200,57190572638,1,10,0.45454545454545453,2.7735573283837716,11,21,231,27,5,1270,72,0.25
37118336200,57205339235,1,10,0.625,2.7327466940679677,11,15,165,14,8,742,600,0.23076923076923078
37118336200,57207489753,1,10,0.37037037037037035,2.7950883907066877,11,26,286,19,3,861,481,0.26666666666666666
16039416600,57200644240,1,8,0.052980132450331126,2.6199951064447364,77,82,6314,36,22,3151,2537,0.19047619047619047
16243020100,57200644240,1,69,0.2727272727272727,15.392718386899219,240,82,19680,54,40,11026,10412,0.18309859154929578
25655622000,57200644240,1,14,0.16091954022988506,4.411696951903627,19,82,1558,26,12,1327,713,0.5142857142857142
55578236600,57200644240,1,8,0.0963855421686747,2.611207390602109,9,82,738,15,1,565,49,0.42424242424242425
55597926500,57200644240,1,43,0.28104575163398693,9.445443020372098,114,82,9348,36,22,2587,1973,0.07142857142857142
55746970100,57200644240,1,41,0.3904761904761905,9.021621549259482,64,82,5248,17,3,824,210,0.06666666666666667
55882063100,57200644240,1,55,0.5339805825242718,12.103282593934376,76,82,6232,23,9,1925,1311,0.2
56046126600,57200644240,1,15,0.1744186046511628,4.801568197154908,19,82,1558,18,4,647,33,0.7391304347826086
56288956500,57200644240,1,41,0.4880952380952381,8.996198137066125,43,82,3526,11,3,534,80,0.13043478260869565
56764612600,57200644240,1,41,0.47126436781609193,9.000881466176752,46,82,3772,17,3,1052,438,0.1111111111111111
57190732544,57200644240,1,50,0.4807692307692308,10.785165018043553,72,82,5904,15,1,450,164,0.18518518518518517
57190983870,57200644240,1,11,0.13253012048192772,3.4292496437408886,12,82,984,17,3,554,60,0.625
57191895726,57200644240,1,55,0.5978260869565217,12.094634253251126,65,82,5330,17,3,1502,888,0.25
57191906531,57200644240,1,41,0.44565217391304346,9.007735944596934,51,82,4182,15,1,667,53,0.1935483870967742
57192892615,57200644240,1,57,0.48717948717948717,12.352422797199356,92,82,7544,17,3,1349,735,0.1891891891891892
57193743014,57200644240,1,41,0.47126436781609193,9.000881466176752,46,82,3772,13,1,610,4,0.058823529411764705
57200504476,57200644240,1,52,0.5098039215686274,11.262249297338295,72,82,5904,15,1,570,44,0.24
57200644240,57201084031,1,69,0.6106194690265486,15.358031624367548,82,100,8200,22,8,2039,1425,0.23076923076923078
57200644240,57203687928,1,69,0.41818181818181815,15.376129545604947,82,152,12464,19,5,1386,772,0.11428571428571428
57200644240,57208623046,1,50,0.6024096385542169,10.764657237885986,82,51,4182,15,1,563,51,0.11764705882352941
57200644240,57208794505,1,53,0.53,11.489455906840815,82,71,5822,16,2,1621,1007,0.16666666666666666
57200644240,57209721892,1,69,0.6272727272727273,15.35658582092817,82,97,7954,13,1,700,86,0.13043478260869565
57200644240,57210718477,1,41,0.4270833333333333,9.012528208111764,82,55,4510,18,4,973,359,0.22857142857142856
57200644240,57211056598,1,50,0.4065040650406504,10.797304774705998,82,91,7462,15,1,1161,547,0.15151515151515152
57200644240,57211852761,1,55,0.6626506024096386,12.425692935685207,82,56,4592,12,2,381,233,0.2857142857142857
57200644240,57212428239,1,50,0.49504950495049505,10.78281467875374,82,69,5658,11,3,483,131,0.17391304347826086
57200644240,57214187155,1,50,0.5882352941176471,10.767121367278328,82,53,4346,12,2,400,214,0.32
57200644240,57214189407,1,44,0.4444444444444444,9.635989240847415,82,61,5002,12,2,637,23,0.18181818181818182
57200644240,57214192991,1,41,0.4823529411764706,8.99781335280453,82,44,3608,12,2,590,24,0.06060606060606061
57200644240,57218192507,1,53,0.4608695652173913,11.499550329880217,82,86,7052,15,1,1312,698,0.14814814814814814
57200644240,57218192915,1,53,0.4608695652173913,11.499550329880215,82,86,7052,15,1,1312,698,0.14814814814814814
57200644240,57218193345,1,53,0.5760869565217391,11.48268697425315,82,63,5166,12,2,1167,553,0.13043478260869565
57200644240,57218194363,1,69,0.5948275862068966,15.359416519227393,82,103,8446,15,1,1522,908,0.21428571428571427
57200644240,57218195032,1,53,0.5638297872340425,11.484493996815408,82,65,5330,13,1,1188,574,0.13333333333333333
57200644240,57221369272,1,41,0.45054945054945056,9.006448504105645,82,50,4100,11,3,555,59,0.13636363636363635
57200644240,57221606534,1,50,0.4,10.798368066900936,82,93,7626,12,2,493,121,0.18181818181818182
57200644240,57221674698,1,4,0.04395604395604396,1.2974384942638402,82,13,1066,10,4,331,283,0.2777777777777778
57200644240,57223026498,1,8,0.09411764705882353,2.4331756050751414,82,11,902,11,3,467,147,0.28
57200644240,57351933900,1,69,0.7582417582417582,15.345647804194796,82,78,6396,16,2,685,71,0.19230769230769232
57200644240,6506541996,1,50,0.37037037037037035,10.80322966993825,82,103,8446,24,10,1681,1067,0.15555555555555556
57200644240,6506776579,1,69,0.2816326530612245,15.391582717430355,82,232,19024,43,29,5961,5347,0.18840579710144928
57200644240,6603790113,1,56,0.47863247863247865,12.780889931512696,82,91,7462,50,36,6545,5931,0.20588235294117646
57200644240,7003305314,1,69,0.3484848484848485,15.383621041770814,82,185,15170,34,20,3166,2552,0.1791044776119403
57200644240,7003942962,1,54,0.2465753424657534,11.714767856532834,82,191,15662,45,31,8826,8212,0.11392405063291139
57200644240,7004357973,1,11,0.08333333333333333,3.8041232047814946,82,61,5002,46,32,5422,4808,0.2125
57200644240,7004835587,1,56,0.16184971098265896,12.186198011532941,82,320,26240,80,66,21588,20974,0.1368421052631579
57200644240,7102633221,1,53,0.23660714285714285,11.534404733515139,82,195,15990,43,29,5924,5310,0.23636363636363636
57200644240,7103040365,1,69,0.375,15.380689282519594,82,171,14022,27,13,2388,1774,0.19148936170212766
57200644240,8551369700,1,11,0.12222222222222222,3.4920559762276246,82,19,1558,28,14,1871,1257,0.3695652173913043
54788472200,57204825661,1,7,0.5384615384615384,3.3074123262205477,12,8,96,12,6,303,235,0.45
57204825661,57819337000,1,6,0.6666666666666666,2.47459606778816,8,7,56,5,1,70,2,0.8181818181818182
13408242300,57218583376,1,9,0.2647058823529412,3.145004234275171,33,10,330,27,21,1437,1273,0.30434782608695654
16311686500,57218583376,1,4,0.16666666666666666,1.377561770859811,18,10,180,34,28,3301,3137,0.24489795918367346
36340568700,57218583376,1,7,0.16666666666666666,2.40963962072541,39,10,390,36,30,3509,3345,0.26666666666666666
55094588600,57218583376,1,8,0.6153846153846154,2.6679952540924052,11,10,110,7,1,215,51,0.35714285714285715
55499300300,57218583376,1,8,0.5,2.7061044638267004,14,10,140,12,6,476,312,0.30434782608695654
55576394100,57218583376,1,7,0.3888888888888889,2.313328668065952,15,10,150,16,10,1234,1070,0.3055555555555556
57218583376,57218584529,1,9,0.4090909090909091,3.1025451630247938,10,21,210,15,9,497,333,0.35
57218583376,6506130489,1,8,0.18604651162790697,2.815745137452261,10,41,410,46,40,7549,7385,0.21666666666666667
35615066800,57224183328,1,10,0.15873015873015872,3.3445617488199897,60,13,780,71,57,13387,12935,0.2542372881355932
36706127300,57224183328,1,12,0.25,4.277052655126218,47,13,611,32,18,2526,2074,0.5609756097560976
55990644200,57224183328,1,8,0.25,2.4930871603205587,27,13,351,22,8,959,507,0.20408163265306123
56747535400,57224183328,1,9,0.5,2.8074482994241663,14,13,182,16,2,524,72,0.10810810810810811
57215103060,57224183328,1,11,0.6875,3.755430171226693,14,13,182,13,1,408,44,0.4166666666666667
57218526486,57224183328,1,12,0.75,4.167513584229634,15,13,195,20,6,639,187,0.5151515151515151
57224183328,6701602182,1,9,0.391304347826087,2.8593065683495738,13,19,247,37,23,2850,2398,0.1
57224183328,7801424387,1,5,0.23809523809523808,1.8102728201582972,13,13,169,12,2,366,86,0.4
11338962300,23987156400,1,3,0.42857142857142855,1.5941161274398539,6,4,24,12,6,380,304,0.2903225806451613
11338962300,57208893425,1,2,0.2,1.4426950408889634,6,6,36,15,3,1048,364,0.17073170731707318
11338962300,6602715112,1,1,0.034482758620689655,0.7213475204444817,6,24,144,46,28,5519,4835,0.2777777777777778
11338962300,6603977473,1,0,0.0,0.0,6,7,42,13,5,390,294,0.2972972972972973
11338962300,7007102944,1,0,0.0,0.0,6,23,138,40,22,2918,2234,0.20689655172413793
11338962300,8344146700,1,2,0.25,1.279458146995729,6,4,24,18,0,1005,321,0.1702127659574468
53064241900,57202600062,1,6,0.75,2.0895682356436196,7,7,49,12,8,380,298,0.2
57190970262,57202600062,1,4,0.15384615384615385,1.6415871284750057,23,7,161,9,5,244,162,0.11538461538461539
57202600062,57208581459,1,4,0.4444444444444444,1.4024054908275594,7,6,42,6,2,124,42,0.2
57202600062,6603955506,1,6,0.17647058823529413,2.3174669105106958,7,33,231,33,29,2712,2630,0.0975609756097561
57202600062,6701726222,1,4,0.19047619047619047,1.3804507062971285,7,18,126,17,13,614,532,0.08
26323078500,57214719964,1,1,0.16666666666666666,0.6213349345596119,5,2,10,11,7,252,236,0.3076923076923077
55826012300,57214719964,1,1,0.16666666666666666,0.6213349345596119,5,2,10,8,4,155,139,0.23529411764705882
23094594000,57412654200,1,7,0.14,1.6455236258917787,46,11,506,16,12,928,898,0.21052631578947367
26423899900,57412654200,1,5,0.38461538461538464,1.4346893437098078,7,11,77,9,5,229,199,0.3
27967551900,57412654200,1,10,0.062111801242236024,3.008557011302776,160,11,1760,34,30,3928,3898,0.0784313725490196
56489594600,57412654200,1,5,0.38461538461538464,1.4346893437098078,7,11,77,5,1,30,0,0.2857142857142857
56986760700,57412654200,1,6,0.13333333333333333,1.8991898967217729,40,11,440,33,29,2943,2913,0.14285714285714285
57212492905,57412654200,1,7,0.2692307692307692,1.5831974293073305,22,11,242,8,4,114,84,0.19047619047619047
55456971100,57208923087,1,2,0.11764705882352941,0.6265463458970928,3,16,48,49,25,6456,5054,0.16417910447761194
55939315300,57200859147,1,3,0.21428571428571427,1.2803361234848634,11,6,66,7,3,119,65,0.1
56260930100,57200859147,1,3,0.15,1.3444123910443486,17,6,102,19,15,869,815,0.02857142857142857
57200859147,57200860118,1,5,0.7142857142857143,2.3285524282603234,6,6,36,4,0,54,0,1.0
57200859147,57212104592,1,2,0.2857142857142857,0.8371659398268708,6,3,18,4,0,42,12,0.16666666666666666
23026082700,37068006200,1,6,0.13953488372093023,2.027071544589587,36,13,468,19,3,490,186,0.2972972972972973
34872648900,37068006200,1,8,0.4,2.7198762972664223,15,13,195,16,0,414,110,0.36363636363636365
35480634700,37068006200,1,10,0.15873015873015872,3.47859497904043,60,13,780,29,13,1853,1549,0.29310344827586204
35489358300,37068006200,1,5,0.29411764705882354,1.550905616051379,9,13,117,11,5,197,107,0.17391304347826086
37068006200,37562228500,1,8,0.36363636363636365,2.7361895464705164,13,17,221,16,0,351,47,0.2962962962962963
37068006200,57198154555,1,7,0.2692307692307692,2.321042987736692,13,20,260,16,0,355,51,0.25925925925925924
37068006200,57198899761,1,5,0.29411764705882354,1.550905616051379,13,9,117,10,6,170,134,0.14285714285714285
37068006200,57205313315,1,6,0.35294117647058826,2.0768036510607195,13,10,130,10,6,168,136,0.23529411764705882
37068006200,57205313842,1,7,0.4666666666666667,2.3897867203458865,13,9,117,11,5,222,82,0.2777777777777778
37068006200,6603267575,1,12,0.1791044776119403,4.373565258842042,13,66,858,27,11,1344,1040,0.234375
37068006200,7101666751,1,6,0.2222222222222222,1.9723186571698768,13,20,260,20,4,600,296,0.25806451612903225
53063493500,57194412573,1,2,0.02857142857142857,1.1556420023477334,69,3,207,19,9,642,512,0.16666666666666666
57210162585,6506240652,1,0,0.0,0.0,2,3,6,15,7,399,351,0.4444444444444444
55341597100,56669224100,1,1,0.07142857142857142,0.32351545314867247,12,3,36,13,3,3610,686,0.25
54383241100,57226329605,1,2,0.03508771929824561,0.8132176635932029,56,3,168,21,17,1136,960,0.07317073170731707
57204897122,57226329605,1,2,0.13333333333333333,0.6827199803017209,14,3,42,12,8,537,361,0.125
23568485900,57347430900,1,2,0.05263157894736842,1.1319264679508683,37,3,111,20,14,1043,979,0.2222222222222222
26535979500,54780172900,1,15,0.46875,5.89227974699222,29,18,522,38,14,6756,1986,0.4782608695652174
54780172900,55624616000,1,10,0.5263157894736842,3.4450660260751125,18,11,198,38,14,4871,101,0.5714285714285714
54780172900,56320719800,1,10,0.29411764705882354,3.555170741069224,18,26,468,27,3,3063,1707,0.34285714285714286
54780172900,57200449043,1,10,0.4,3.5091422936345973,18,17,306,24,0,2800,1970,0.47058823529411764
54780172900,57207764447,1,7,0.35,2.758960720627858,18,9,162,17,7,2451,2319,0.37037037037037035
54780172900,57207861606,1,7,0.3684210526315789,2.7331819869782885,18,8,144,20,4,4331,439,0.5
54780172900,57208026750,1,11,0.28205128205128205,4.194894343881178,18,32,576,29,5,3094,1676,0.3870967741935484
54780172900,57208936945,1,10,0.5,3.4596688131175144,18,12,216,33,9,4014,756,0.4857142857142857
54780172900,57217724309,1,1,0.05,0.23699447183691388,18,3,54,22,2,4530,240,0.35294117647058826
54780172900,57220639868,1,10,0.5,3.4596688131175144,18,12,216,16,8,2474,2296,0.12
54780172900,57220640044,1,10,0.5,3.4596688131175144,18,12,216,14,10,2433,2337,0.04
54780172900,57220642258,1,10,0.5,3.4596688131175144,18,12,216,14,10,2433,2337,0.04
54780172900,57220645082,1,15,0.75,5.836297827500829,18,17,306,19,5,2515,2255,0.37037037037037035
54780172900,57224181326,1,7,0.3684210526315789,2.7331819869782885,18,8,144,16,8,2453,2317,0.32
57214182676,57214184119,1,1,0.1111111111111111,0.36926937306885504,5,5,25,4,2,112,106,0.4166666666666667
12786182200,6504311468,1,53,0.6022727272727273,11.943771484182887,73,68,4964,28,6,1519,729,0.24489795918367346
16243020100,6504311468,1,60,0.24193548387096775,13.753917831504122,240,68,16320,58,36,11114,10324,0.23684210526315788
25822049200,6504311468,1,60,0.4580152671755725,13.728572472459938,123,68,8364,51,29,5770,4980,0.2465753424657534
27967551900,6504311468,1,62,0.37349397590361444,14.503817562363853,160,68,10880,43,21,4308,3518,0.4107142857142857
36663263400,6504311468,1,34,0.4788732394366197,7.374927169131575,37,68,2516,16,6,492,298,0.17142857142857143
36801262700,6504311468,1,45,0.5487804878048781,10.195740072868631,59,68,4012,18,4,1027,237,0.23076923076923078
53063493500,6504311468,1,60,0.7792207792207793,13.700200972647785,69,68,4692,25,3,972,182,0.2857142857142857
54383232900,6504311468,1,34,0.1691542288557214,7.456476002558785,167,68,11356,30,8,2001,1211,0.24358974358974358
55640145100,6504311468,1,47,0.44339622641509435,10.653627789701938,85,68,5780,33,11,1660,870,0.2714285714285714
56231177500,6504311468,1,47,0.5108695652173914,10.644124400762106,71,68,4828,23,1,860,70,0.3076923076923077
